"","X1_jvm_pools_PS.Eden.Space_max_value","X1_jvm_pools_PS.Survivor.Space_committed_value","X2_jvm_heap_committed_value","driver_BlockManager_memory_memUsed_MB_value","driver_BlockManager_memory_remainingMem_MB_value","node5_NET_ib0.write.KB.s","node6_CPU031_User.","node6_NETPACKET_em1.write.s","node6_NET_ib0.write.KB.s","node7_NET_ib0.read.KB.s"
"80",2592079872,136314880,5595725824,347,80852,3568.4,3,1411.9,13607.6,7116.5
"81",2592079872,136314880,5595725824,362,80837,7120.6,5,1699.9,13598.4,10677.8
"82",2592079872,136314880,5595725824,374,80826,7174.8,14,4062.2,8896.6,3931
"83",2592079872,136314880,5595725824,389,80810,6798,5,2109.3,15098.1,7206.5
"84",2592079872,136314880,5595725824,404,80795,7386.6,3,1637.5,13598.9,10358.1
"85",2592079872,136314880,5595725824,412,80788,7131.8,3,1418.8,6792.3,3246.8
"86",2592079872,136314880,5595725824,427,80772,3568.4,3,1667.1,13621.7,7452
"87",2600992768,129499136,5579472896,446,80753,7312.3,7.1,3312.5,15371.6,11063.6
"88",2600992768,129499136,5579472896,317,80882,7883.1,2,1895.2,7193.4,3627.5
"89",2600992768,129499136,5579472896,332,80867,3591.7,3,1600,13603.2,13593.2
"90",2600992768,129499136,5579472896,347,80852,7133.6,3,1538.7,13638.2,9741.1
"91",2600992768,129499136,5579472896,355,80844,7151,3,1459.8,6821.6,6488.9
"92",2600992768,129499136,5579472896,374,80825,3867,15.8,5026.9,16161.3,14374.8
"93",2600992768,129499136,5579472896,390,80810,13428.1,2,2622.5,16555.7,10673.5
"94",2600992768,129499136,5579472896,397,80802,7128.4,4,1706.8,6826,6817.2
"95",2600992768,129499136,5579472896,412,80787,3566.2,3,1579.2,13627.8,10701.8
"96",2600992768,129499136,5579472896,426,80773,7121.8,3,1825.5,13628.3,7124.6
"97",2600992768,129499136,5579472896,438,80761,7376.7,66.7,3394,8562.3,4543.5
"98",2600992768,129499136,5582618624,453,80746,4188.9,5,1628.4,13643.3,10384.2
"99",2600992768,129499136,5582618624,468,80731,7132.1,3,1686.3,13635.1,10061
"100",2600992768,129499136,5582618624,476,80723,7124,4,1393,7140.4,6483.5
"101",2600992768,129499136,5582618624,491,80708,3564.7,3,1498.2,13290.2,11011.8
"102",2593652736,132644864,5582618624,510,80689,7398.1,23.8,4574.6,16240.3,7543.8
"103",2593652736,132644864,5582618624,317,80883,9967.9,4,2229.5,7917.5,3923.4
"104",2593652736,132644864,5582618624,332,80868,3554.7,3,1604.5,12779.9,13618.3
"105",2593652736,132644864,5582618624,347,80852,7119.6,3,1718.7,13633.5,13941.3
"106",2593652736,132644864,5582618624,355,80845,7124.9,3,1571.2,13612.4,3561.5
"107",2593652736,132644864,5582618624,374,80826,3793.2,4.1,3109.9,8717.5,7843
"108",2593652736,132644864,5584715776,389,80810,7771.3,3,1693.2,13657.4,10099.7
"109",2593652736,132644864,5584715776,397,80803,7130.4,3,1483.5,13613.7,6802
"110",2593652736,132644864,5584715776,412,80788,3564.4,3,1547.2,6801.2,7116.7
"111",2593652736,132644864,5584715776,427,80772,7122.6,3,1581.7,13614.8,10361.9
"112",2593652736,132644864,5584715776,438,80761,7484.5,9.2,4793.7,16311.7,7939.9
"113",2589982720,136839168,5584715776,317,80882,9510.2,3,3019.1,10112,7202.2
"114",2589982720,136839168,5584715776,332,80867,7134.6,3,1427.7,13616.6,13923.4
"115",2589982720,136839168,5584715776,340,80859,7123,3,1514.3,13625.8,6809.2
"116",2589982720,136839168,5584715776,355,80844,3567.2,2,1412.8,6810,6472.5
"117",2589982720,136839168,5584715776,309,80890,7563.2,6.1,3778,15730,7893.3
"118",2589982720,136839168,5543297024,317,80883,7561.1,4,1636,13604.6,3886.9
"119",2589982720,136839168,5543297024,332,80867,3915.3,2,1517.7,6808.7,10370.1
"120",2589982720,136839168,5543297024,347,80852,7128.9,3,1578.9,13611.7,10049
"121",2589982720,136839168,5543297024,355,80845,7133.4,3,1554.2,13605.3,3562.7
"122",2589982720,136839168,5543297024,373,80826,4022.6,20.8,3881.1,8722.4,11812.5
"123",2589982720,136839168,5543297024,389,80810,10156.9,6.1,2602.4,14855.4,10202.7
"124",2589982720,136839168,5543297024,397,80803,7164.8,3,1569.2,13610.4,3242.6
"125",2589982720,136839168,5543297024,412,80787,3565.8,3,1538.4,6795.5,13265.4
"126",2589982720,136839168,5543297024,427,80772,7119,4,1550.2,13644,10360.1
"127",2589982720,136839168,5543297024,439,80761,7529.3,6,3110.7,15374.5,7607.6
"128",2615148544,112721920,5543297024,454,80746,4145.8,4,2097.5,6920.6,6865.1
"129",2615148544,112721920,5543297024,469,80730,7105.5,3,1421.6,13650.6,7436.6
"130",2615148544,112721920,5543297024,477,80723,7117.9,3,1489.3,13641.2,3875.5
"131",2615148544,112721920,5543297024,492,80708,3564.3,3,1441.5,6815.9,10057.9
"132",2615148544,112721920,5548539904,511,80689,7750.8,5.1,4570.4,16027.3,15087.1
"133",2615148544,112721920,5548539904,519,80681,13046.5,10.8,3107.9,17071.4,7563.4
"134",2615148544,112721920,5548539904,534,80666,3611.5,2,1530.3,6817.5,10389.1
"135",2615148544,112721920,5548539904,549,80650,7133,3,1575.6,13662.2,9733.4
"136",2615148544,112721920,5548539904,556,80643,7125.2,3,1436.9,13639.3,7117.4
"137",2615148544,112721920,5548539904,575,80625,4370.2,6,3076.8,8469,7599
"138",2615148544,112721920,5548539904,324,80875,7266.9,3,2116,13913.9,10420.7
"139",2615148544,112721920,5548539904,332,80867,3899.1,4,1402.7,13652.1,13966.5
"140",2615148544,112721920,5548539904,347,80852,10364.3,3,1602.1,6814.1,6483.4
"141",2615148544,112721920,5548539904,362,80837,3561.3,3,1588.6,13659,11022.9
"142",2615148544,112721920,5567938560,374,80826,7564.2,9.1,5254.8,17506.9,14195.2
"143",2594177024,135266304,5567938560,317,80883,9795.3,4,1867.8,6900.6,6865
"144",2594177024,135266304,5567938560,331,80868,3565.8,5,1393.4,13616.8,10372.8
"145",2594177024,135266304,5567938560,339,80861,7130.6,3,1559.2,13615.3,10361.2
"146",2594177024,135266304,5567938560,354,80846,7118,2,1651.1,6807.5,6794.4
"147",2594177024,135266304,5567938560,373,80827,4038.1,5.1,3364.7,15820.5,10745
"148",2594177024,135266304,5567938560,316,80884,7400.6,3,1779.2,13675,6842.3
"149",2594177024,135266304,5567938560,331,80868,7114.5,4,1312,6805.7,3563.1
"150",2594177024,135266304,5567938560,346,80853,3549.2,3,1535.7,13620.3,12966.7
"151",2594177024,135266304,5567938560,354,80845,7110.4,2,1566.2,13632.5,10054.8
"152",2594177024,135266304,5561647104,373,80826,8129.3,14.1,5774.9,10523.5,5155.5
"153",2594177024,135266304,5561647104,324,80875,9017.2,2,1786,15363,10695
"154",2594177024,135266304,5561647104,332,80868,7402.2,3,1507.4,13593.1,10669.4
"155",2594177024,135266304,5561647104,347,80852,7124.3,3,1534.8,6793.8,3236.9
"156",2594177024,135266304,5561647104,362,80837,3562.8,3,1447.2,13606,13584.5
"157",2594177024,135266304,5561647104,374,80826,7740.9,16.8,3570.2,15707.8,14495.7
"158",2594701312,133693440,5561647104,317,80882,7358.9,3,1453.5,6799.7,6789.9
"159",2594701312,133693440,5561647104,332,80867,3588,5,1562.8,13605.4,10351.3
"160",2594701312,133693440,5561647104,340,80860,7116.7,3,1438.6,13607.8,10997.2
"161",2594701312,133693440,5561647104,355,80844,7112.4,4,1407,6802.2,6793.4
"162",2594701312,133693440,5561647104,373,80826,4067.5,7,2706.7,14733.7,14259.8
"163",2594701312,133693440,5566889984,381,80819,7297.8,2,1773.5,13626.4,13585.7
"164",2594701312,133693440,5566889984,397,80802,7271,5,3430.8,8850.8,7007.6
"165",2594701312,133693440,5566889984,412,80787,5729,-1,-1,-1,6802.4
"166",2594701312,133693440,5566889984,420,80779,7116.1,3,1784.1,13598.9,13277.8
"167",2594701312,133693440,5566889984,439,80760,7724.8,3,1489.4,13600.8,7991.4
"168",2594701312,133693440,5566889984,325,80874,3852.8,7,3698.1,9166.6,6463.5
"169",2594701312,133693440,5566889984,333,80866,7109.8,4,1589.8,13278,10343.4
"170",2594701312,133693440,5566889984,348,80851,7099.7,3,1517.6,13610.7,6802.2
"171",2594701312,133693440,5566889984,363,80836,3555.2,3,1685.1,10365.9,13912.3
"172",2594701312,133693440,5566889984,374,80826,8000.8,3,1769.8,10095.8,15093.8
"173",2591555584,134742016,5566889984,317,80882,12032.5,27,6059,18057,6841.7
"174",2591555584,134742016,5566889984,332,80867,3551.9,3,1813.2,15867.6,13602.9
"175",2591555584,134742016,5566889984,340,80860,7108.1,3,1398.4,6806.7,6793.8
"176",2591555584,134742016,5566889984,355,80845,7106.4,3,1512.6,13613.5,6485.1
"177",2591555584,134742016,5566889984,374,80825,4321.9,3.1,1754.5,13666.3,11115.7
"178",2591555584,134742016,5566889984,317,80883,7306.7,8,3238.7,8970.3,6871.4
"179",2591555584,134742016,5566889984,332,80867,7114.3,4,1686.6,13646,6480.4
"180",2591555584,134742016,5566889984,347,80852,3560.6,4,1515.6,13610.5,10680.4
"181",2591555584,134742016,5566889984,355,80845,7125.7,3,1610,6807.7,7105.8
"182",2591555584,134742016,5571084288,374,80826,8300.2,3,1509.9,13692.9,7800.5
"183",2591555584,134742016,5571084288,324,80875,6170,18.2,4853.4,16680.5,10738.9
"184",2591555584,134742016,5571084288,332,80867,7174.7,2,1511.2,6793.3,7162.1
"185",2591555584,134742016,5571084288,347,80852,7162.2,4,1566.5,13603.6,3905.3
"186",2591555584,134742016,5571084288,362,80837,3578.2,3,1556.4,13619.5,9746.8
"187",2591555584,134742016,5571084288,373,80826,7828.8,4,1828.7,6857.1,14141.1
"188",2589458432,136839168,5571084288,317,80882,7755.5,7.1,2996.8,15353.4,6877.2
"189",2589458432,136839168,5571084288,332,80867,3825,3,1678.1,13701.9,13613.1
"190",2589458432,136839168,5571084288,340,80860,7163,3.9,1630.4,6809.3,9742.5
"191",2589458432,136839168,5571084288,355,80844,7160,4,1536.3,13619.5,6481.8
"192",2589458432,136839168,5571084288,374,80825,4683,3.1,1963.5,13720.1,11651.3
"193",2589458432,136839168,5571608576,317,80882,11968.9,8.1,6044,12358.4,10389.2
"194",2589458432,136839168,5571608576,333,80867,7281.2,3,1360,13628,6798.2
"195",2589458432,136839168,5571608576,348,80852,3573.3,3,1523.6,13611.2,10684.7
"196",2589458432,136839168,5571608576,355,80844,7151,2,1294.1,6804.9,10361.1
"197",2589458432,136839168,5571608576,374,80825,8122.7,6,1614.6,13651.2,7701.8
"198",2589458432,136839168,5571608576,325,80874,3772,6,3213.1,15517.9,13918
"199",2589458432,136839168,5571608576,347,80852,7146.9,3,1842.6,13623,13605.9
"200",2589458432,136839168,5571608576,358,80841,3569.1,5,1560.1,13604.5,3257.2
"201",2589458432,136839168,5571608576,370,80830,8057.8,4,2613.3,6864.8,13274.5
"202",2595749888,132644864,5575278592,313,80887,9327.6,14.1,4511,17245.6,14454.7
"203",2595749888,132644864,5575278592,328,80872,3563.8,3,1501.3,13604.8,3565.4
"204",2595749888,132644864,5575278592,335,80864,7123.7,3,1479.4,6811.3,12964.3
"205",2595749888,132644864,5575278592,351,80849,7129,3.1,1447.3,13603.3,10365.7
"206",2595749888,132644864,5575278592,370,80830,4754.1,5,1776.7,13677,7178.9
"207",2595749888,132644864,5575278592,313,80887,6988.8,9,3206.7,8983.1,4711.7
"208",2595749888,132644864,5575278592,328,80871,7120.8,2,1855.3,13645.7,13659.3
"209",2595749888,132644864,5575278592,343,80856,7119.7,5,1517.4,13608.9,10347.5
"210",2595749888,132644864,5575278592,351,80849,3556.8,3,1426.6,6795.5,3556.3
"211",2595749888,132644864,5575278592,370,80830,8655.9,4,1904.9,13695.9,13280.6
"212",2595749888,132644864,5576327168,321,80879,12101.7,9,5464.1,19027.2,11067.9
"213",2595749888,132644864,5576327168,328,80871,3561,3,1553.1,6799.9,6793.9
"214",2595749888,132644864,5576327168,343,80856,7119.8,3,1640.8,13603.3,14233
"215",2595749888,132644864,5576327168,359,80841,7124.8,5.9,1469.5,13600.1,10664.1
"216",2595749888,132644864,5576327168,369,80831,3948.8,5.1,1881,6893,10362.8
"217",2589458432,134742016,5576327168,385,80814,7273.1,7.1,2926.4,15415.3,11195.6
"218",2589458432,134742016,5576327168,328,80871,7131.8,3,1754.7,13868.1,10665.7
"219",2589458432,134742016,5576327168,336,80864,3565.4,3,1525.5,6799.7,6797.7
"220",2589458432,134742016,5576327168,351,80848,7124.4,4,1544.6,13604.8,6796.8
"221",2589458432,134742016,5576327168,370,80829,8175.5,11.2,1827.9,13709.6,10371.4
"222",2589458432,134742016,5579997184,377,80822,5540.6,21,4743.6,9610.6,4738.6
"223",2589458432,134742016,5579997184,392,80807,7323.8,3.1,1682.1,13590,7755.1
"224",2589458432,134742016,5579997184,407,80792,7123.2,4,1475.4,13594.6,6789.8
"225",2589458432,134742016,5579997184,415,80784,3561.1,3,1586.1,6794.9,6789.7
"226",2589458432,134742016,5579997184,434,80765,8007.7,4,2054.8,13717.1,13959.7
"227",2589458432,134742016,5579997184,320,80879,7299.7,12.2,3397.9,15350.4,11101.9
"228",2589458432,134742016,5579997184,328,80872,3592.3,4,1546.6,6801.9,7166.8
"229",2589458432,134742016,5579997184,343,80857,7137.5,2,1665.9,13618.4,6800.7
"230",2589458432,134742016,5579997184,358,80841,7129.7,3,1355,13674.2,10084.4
"231",2589458432,134742016,5579997184,369,80830,5028.9,4,1949.4,7276.3,6522
"232",2584215552,138936320,5586288640,313,80887,11944.5,8.1,5824.9,18023.3,11895.2
"233",2584215552,138936320,5586288640,328,80872,7133.5,4,1789.6,14960.1,14012.7
"234",2584215552,138936320,5586288640,335,80864,3569,2,1683.9,7160,3883.6
"235",2584215552,138936320,5586288640,351,80849,7118.9,4,1442.6,13338.3,10706.7
"236",2584215552,138936320,5586288640,366,80833,7874.2,3,1867.5,13927.1,13344.6
"237",2584215552,138936320,5586288640,313,80886,3600.8,4,3011.5,15593.8,7225.3
"238",2584215552,138936320,5586288640,328,80871,7119.3,3,1419.7,6827.2,6477.6
"239",2584215552,138936320,5586288640,343,80856,7119.8,4,1652.2,13637.7,13623.5
"240",2584215552,138936320,5586288640,351,80848,3556.4,3,1448.5,13638.4,3561.4
"241",2584215552,138936320,5586288640,370,80829,8363.2,4,1855.3,6983.7,10063.4
"242",2584215552,138936320,5586812928,321,80879,9305.5,7.1,4480.6,16477.8,7388.7
"243",2584215552,138936320,5586812928,328,80871,3568,3,1458.3,13641.2,7136
"244",2584215552,138936320,5586812928,344,80856,7143.4,4,1482.3,6818.1,10385.6
"245",2584215552,138936320,5586812928,359,80840,7129.1,3,1464.6,13629.3,13932.2
"246",2584215552,138936320,5586812928,371,80829,4307.3,8.2,2524.6,13884.8,7189.7
"247",2583166976,139984896,5586812928,386,80814,7126.6,6,2995.2,8358.5,7760.2
"248",2583166976,139984896,5586812928,401,80798,7116.9,2,1551.6,13603.4,7426.5
"249",2583166976,139984896,5586812928,409,80791,3576.4,3,1453.4,13611.1,6800.1
"250",2583166976,139984896,5586812928,424,80776,7103.6,3,1621.2,6806,10686.1
"251",2583166976,139984896,5586812928,443,80757,8877.3,5,2079.2,13928.2,10029.3
"252",2583166976,139984896,5560598528,314,80886,7762.1,7.9,5466.9,19157.6,8096.2
"253",2583166976,139984896,5560598528,329,80870,7127.4,2,1513.1,6804.8,9722
"254",2583166976,139984896,5560598528,344,80855,7120.8,4,1549.5,13619.2,10042
"255",2583166976,139984896,5560598528,352,80848,3570.2,3,1475.8,13614.6,3244.8
"256",2583166976,139984896,5560598528,371,80829,8089.7,3,1767.7,7011,10678.1
"257",2583166976,139984896,5560598528,321,80878,7144,8.1,3103.4,15289.9,11524.7
"258",2583166976,139984896,5560598528,329,80870,3961.7,3,1457.7,13611.3,6485
"259",2583166976,139984896,5560598528,344,80855,7136.3,3,1427.5,6802.8,10039.8
"260",2583166976,139984896,5560598528,359,80840,7127,4,1523.6,13635.5,10058.5
"261",2583166976,139984896,5560598528,370,80830,4731.9,6.9,2106.8,14029.9,3256.8
"262",2587885568,136839168,5574230016,385,80814,9386.7,4,4558.2,10134.7,11203.5
"263",2587885568,136839168,5574230016,400,80799,7155.5,3,1482.8,13603.7,10037.1
"264",2587885568,136839168,5574230016,408,80791,3567.3,4,1644.1,13592.5,6785
"265",2587885568,136839168,5574230016,423,80776,7138.6,3,1642.8,6796.4,10037.9
"266",2587885568,136839168,5574230016,442,80757,8132.9,8,2135,13989.8,10103.4
"267",2587885568,136839168,5574230016,450,80749,3577.8,5.1,2985.7,15427.1,7574.9
"268",2587885568,136839168,5574230016,465,80734,7140.6,2,1492.6,6846,6820
"269",2587885568,136839168,5574230016,480,80719,7126.6,3,1527.4,13667.8,10697.3
"270",2587885568,136839168,5574230016,488,80711,3567.8,5.1,1629,13681.1,8698.4
"271",2587885568,136839168,5574230016,507,80693,9387.1,13.9,2483.4,7280.2,5284.7
"272",2587885568,136839168,5544345600,321,80879,11782.7,10,5373.1,18901.1,11855.6
"273",2587885568,136839168,5544345600,328,80871,3890.5,4,1958.9,13696.8,10414.2
"274",2587885568,136839168,5544345600,344,80856,6825.9,3,1726.7,6859.1,6849.3
"275",2587885568,136839168,5544345600,359,80841,7136,4,1604.2,13666.4,6490.3
"276",2587885568,136839168,5544345600,366,80833,8064.9,14,2165.3,14235.9,6605
"277",2588409856,138412032,5544345600,313,80886,3575.7,5,2913.1,8042.8,3914.3
"278",2588409856,138412032,5544345600,328,80871,7127.4,3,1445.6,13647.1,7442.7
"279",2588409856,138412032,5544345600,336,80863,7140.6,4.1,1620.8,13673.1,14300.1
"280",2588409856,138412032,5544345600,351,80848,3566.5,3,1672,6842.5,3566.6
"281",2588409856,138412032,5544345600,370,80829,9970.9,3,2493.2,14461.8,14418.8
"282",2588409856,138412032,5560598528,314,80886,7813.4,12,4025.9,16236.8,14093.6
"283",2588409856,138412032,5560598528,329,80871,3567.9,4,1556.9,6827.5,3574.8
"284",2588409856,138412032,5560598528,344,80855,7150.5,3,1630.4,13637.4,10073.7
"285",2588409856,138412032,5560598528,352,80848,7123.7,2,1402.9,13639.3,13622.5
"286",2588409856,138412032,5560598528,371,80829,4473,6,2076.3,7244.9,6828.4
"287",2588409856,138412032,5560598528,321,80878,7155.1,6.1,2976.8,15207.5,7345.5
"288",2588409856,138412032,5560598528,329,80870,7131.4,3,1681.8,13642.8,10385
"289",2588409856,138412032,5560598528,344,80855,3576.4,4,1511.4,6829.6,6824.2
"290",2588409856,138412032,5560598528,359,80840,7143.8,4,1427.9,13663.4,10070.5
"291",2588409856,138412032,5560598528,370,80829,9078,6.1,2778.9,14414.2,10190.4
"292",2596274176,132644864,5549064192,386,80813,7717.2,6,4355.1,12623,8304.9
"293",2596274176,132644864,5549064192,400,80799,7437.4,5,1954.4,13633.4,7109.9
"294",2596274176,132644864,5549064192,408,80791,7114.9,3,1437.6,13652.2,13636.3
"295",2596274176,132644864,5549064192,423,80776,3558,4,1488.2,6820.4,7134.8
"296",2596274176,132644864,5549064192,306,80894,7876.3,14.1,2425.3,14644.7,13634.6
"297",2596274176,132644864,5549064192,313,80886,7113.4,5.1,3012.4,14968.6,11536.9
"298",2596274176,132644864,5549064192,328,80871,3587.3,4,1451.4,7140.6,6809.9
"299",2596274176,132644864,5549064192,344,80856,7122,3,1626.5,13323.2,10047.5
"300",2596274176,132644864,5549064192,351,80848,7102.9,5,1635.6,13627,10045.4
"301",2596274176,132644864,5549064192,370,80829,7166.6,4,2801.8,8022.8,7031.6
"302",2596274176,132644864,5556928512,386,80814,7116.7,6.1,3667.6,16353.7,10467.4
"303",2596274176,132644864,5556928512,393,80806,7111.2,4,1526.3,13656.5,10698.7
"304",2596274176,132644864,5556928512,409,80791,3555.2,4,1621,13652,6822.6
"305",2596274176,132644864,5556928512,424,80775,7104.4,3,1425.2,6812.1,10039.3
"306",2596274176,132644864,5556928512,435,80764,7942.6,5,2157.5,14306.8,14226.6
"307",2588409856,134217728,5556928512,451,80749,3575.3,3,2569.9,14748,6999.3
"308",2588409856,134217728,5556928512,466,80733,7120.3,3,1490.5,6843.5,7434.7
"309",2588409856,134217728,5556928512,474,80726,7112.6,4,1584.4,13656.1,10048
"310",2588409856,134217728,5556928512,489,80711,3557.6,3,1551.2,13659.1,3234.5
"311",2588409856,134217728,5556928512,508,80692,10439.7,9.1,2850.3,7625.6,10511.6
"312",2588409856,134217728,5534908416,314,80885,10286.3,5.9,5180.9,18272.2,11794.2
