"","X2_jvm_heap_committed_value","X2_jvm_heap_usage_value","X2_jvm_pools_PS.Eden.Space_committed_value","X2_jvm_pools_PS.Old.Gen_usage_value","driver_BlockManager_memory_memUsed_MB_value","node5_CPU023_User.","node5_NETPACKET_em1.read.s","node5_NET_ib0.read.KB.s","node5_NET_ib0.write.KB.s","node6_NET_ib0.read.KB.s","node7_NET_ib0.write.KB.s","node8_CPU009_User.","node8_CPU015_User.","node8_NETPACKET_em1.write.s"
"60",6123683840,0.458665210249266,2271215616,0.422431859888896,588,1,416.8,3.4,329.7,10370.8,3583.7,0,3,1138.7
"61",6123683840,0.54946231396766,2271215616,0.422431859888896,603,1,492,6634.2,788.3,11660.6,7391.3,1,3,1985
"62",6123683840,0.597779414117484,2271215616,0.422431859888896,551,0,525.5,346,708.7,19960,7213.7,0,3,1355.2
"63",6123683840,0.603710398769614,2271215616,0.422431859888896,566,0,410.9,6413.4,333.6,653,3511.7,0,3,1212.8
"64",6123683840,0.607620302120168,2271215616,0.422431859888896,581,1,436.8,324.9,653,20034.1,7030,0,3,1190.6
"65",6123683840,0.613526052775143,2271215616,0.422431859888896,589,0,433,6488.4,651.6,10655.4,7165.6,0,2,1218.5
"66",6123159552,0.377569875950278,2276982784,0.422443303631457,604,1,3080,7133.3,1321.3,2650.2,4872.5,3,5,2725.8
"67",6123159552,0.449412652078287,2276982784,0.422443303631457,559,1,510.7,6840.3,770.9,10682.1,7223.9,0,2,1240.2
"68",6123159552,0.455338279810033,2276982784,0.422443303631457,567,0,440.9,7129.5,652.9,10013.3,7167.2,0,2,1154.7
"69",6123159552,0.461165454616196,2276982784,0.422443303631457,582,1,417.9,6817.5,333.5,328.8,3950,0,2,1142.7
"70",6123159552,0.465539525217226,2276982784,0.422443303631457,597,0,442.7,6797,655.9,10201.1,7148.8,2,3,1166.4
"71",6123159552,0.54165634641409,2276982784,0.422443303631457,605,1,494.8,13420.8,855.5,1316.7,7485.8,2,19.2,2208.8
"72",6123159552,0.589364458066819,2276982784,0.422443303631457,553,0,495.5,6492.1,332.7,762.7,3577,1,3,1253.6
"73",6123159552,0.593826552728675,2276982784,0.422443303631457,568,0,437.8,6795.9,991.7,9967.4,7144.5,1,3,1223.6
"74",6123159552,0.598952839512709,2276982784,0.422443303631457,576,1,436.8,6803.1,656.9,10095.1,7179.4,0,3,1274.5
"75",6123159552,0.604904019744211,2276982784,0.422443303631457,591,0,410.9,6474.3,330.2,649.1,3571.3,0,3,1209.6
"76",6124208128,0.39260938644933,2276982784,0.422451886438378,546,2,3259.1,7204.5,1816.5,13935,8510.9,2,5,2649.3
"77",6124208128,0.429654463736836,2276982784,0.422451886438378,554,1,437.6,6475.8,653.7,10992.5,7142.4,0,2,1165.3
"78",6124208128,0.435664368933028,2276982784,0.422451886438378,569,0,412.7,6482.5,330.7,650.3,3581.8,0,2,1203.5
"79",6124208128,0.439617788749094,2276982784,0.422451886438378,584,1,444,7113.9,650.5,9961.9,7144.3,0,3,1165.5
"80",6124208128,0.445466005681014,2276982784,0.422451886438378,592,0,638.4,13606.1,661.8,331.1,7170.8,0,2,1272.2
"81",6124208128,0.56569804060888,2276982784,0.422451886438378,607,2,615.2,475.4,569.9,11216.7,3876.8,0,3,2018.9
"82",6124208128,0.594994244029384,2276982784,0.422451886438378,622,0,438.6,6787.7,654.7,10705.8,7144.2,1,2,1217.4
"83",6124208128,0.600716751966133,2276982784,0.422451886438378,630,1,440,6820.4,974.3,10164.5,7155.8,0,3,1198.5
"84",6124208128,0.606576528237502,2276982784,0.422451886438378,645,0,407.6,3.1,328.3,10264.6,3576.8,0,2,1179.5
"85",6124208128,0.610715156268104,2276982784,0.422451886438378,660,1,436.1,12981.9,657.3,974.9,7170.4,0,3,1190.4
"86",6116343808,0.399092135996453,2270691328,0.42348611467238,668,11,2885.9,7031.9,1670.1,12838.6,8320.7,3,5,2429.5
"87",6116343808,0.453547251679615,2270691328,0.42348611467238,554,1,468.8,328.9,331.2,10131,3585.8,0,4,1172.5
"88",6116343808,0.458020099995065,2270691328,0.42348611467238,569,0,447.8,649.9,651.8,19814.9,7155.2,3,3,1209.1
"89",6116343808,0.46308518922843,2270691328,0.42348611467238,577,1,447.1,13621.1,659,7.3,7151.2,3,4,1153.6
"90",6116343808,0.469038074077469,2270691328,0.42348611467238,592,0,417.7,5.4,329.6,10549.6,3592.1,0,2,1155.4
"91",6116343808,0.545058987226436,2270691328,0.42348611467238,607,1,547.9,6872.2,773.2,10832.3,7399.2,1,3,2280.3
"92",6116343808,0.581977241807376,2270691328,0.42348611467238,554,0,521.5,672.2,714.1,20115.6,7217.3,3,2,1184.4
"93",6116343808,0.599581229428085,2270691328,0.42348611467238,570,1,411.7,6493.6,328.7,645.4,3582.1,1,3,1192.4
"94",6116343808,0.60403014394943,2270691328,0.42348611467238,585,0,440,13311.5,654.2,327.2,7170.3,3,3,1199.7
"95",6116343808,0.609892417951718,2270691328,0.42348611467238,592,1,433.7,13318.4,655.9,653.2,7183.6,3,3,1133.5
"96",6125256704,0.403254622386334,2270691328,0.423538484602176,547,3,3423.7,582.8,1334.8,11850.7,5122.1,5.9,5,2572
"97",6125256704,0.446233016519355,2270691328,0.423538484602176,562,1,440.6,6821.1,653.1,10183.4,7171.3,0,4,1196.2
"98",6125256704,0.45200960703585,2270691328,0.423538484602176,569,0,442.8,7138.7,654.5,10127.2,7176.8,0,3,1160.4
"99",6125256704,0.457334994614959,2270691328,0.423538484602176,584,1,415.8,6507,331,327.1,3598.3,0,2,1232.3
"100",6125256704,0.461797068322697,2270691328,0.423538484602176,600,0,438.6,6827.2,652.7,10786.7,7192.8,0,3,1205.3
"101",6125256704,0.544115226303474,2270691328,0.423538484602176,607,2,538.7,13384.2,767.9,1770.3,7424.7,11,4,2070.8
"102",6125256704,0.592111426701555,2270691328,0.423538484602176,554,0,490.7,6841.9,371.6,528.5,3643.9,1,3,1283.1
"103",6125256704,0.596221929066655,2270691328,0.423538484602176,570,1,440.7,7149.3,1002.8,10106.3,7180.7,0,3,1233.3
"104",6125256704,0.602081098716294,2270691328,0.423538484602176,577,1,435.9,12988.2,655.5,650,7479.8,1,4,1241.3
"105",6125256704,0.607800524302218,2270691328,0.423538484602176,592,1,409.6,6489.5,331.9,328.2,3589.5,0,3,1177.5
"106",6120013824,0.403922851319432,2272788480,0.423538484602176,608,2,2848.2,7316.7,1519.8,12575.8,8642.6,11.1,9.2,2620.2
"107",6120013824,0.448694798554146,2272788480,0.423538484602176,555,1,655.1,6555.5,731.5,11063.8,7180.6,0,3,1292.9
"108",6120013824,0.454655836650678,2272788480,0.423538484602176,570,0,416.8,326.4,328.3,10086.1,3592.5,0,2,1222.4
"109",6120013824,0.458790359769474,2272788480,0.423538484602176,585,1,440.1,6827.3,659,-1,7250.3,0,2,1195.3
"110",6120013824,0.464491619182399,2272788480,0.423538484602176,593,0,521.4,648.3,650.7,10400.4,7170.5,0,3,1191.6
"111",6120013824,0.573331590341821,2272788480,0.423538484602176,608,0,596.2,6929.2,551.9,19548.8,3830.7,1,2,1974.8
"112",6120013824,0.610161783144521,2272788480,0.423538484602176,623,1,443.8,13348.8,657.3,1383.7,7169.6,1,3,1238.2
"113",6120013824,0.61589119860642,2272788480,0.423538484602176,631,1,439.9,13688.1,975.3,329.7,7165.7,0,2,1136.6
"114",6120013824,0.621686556679114,2272788480,0.423538484602176,646,0,410.6,3.9,328.6,328.9,3579.9,0,3,1159.5
"115",6120013824,0.625762254253451,2272788480,0.423538484602176,661,1,442,13342.7,658.5,10435,7160.2,0,3,1166.4
"116",6123683840,0.42633364247084,2272788480,0.423588550975883,669,2,3174.6,7355.8,1601.4,708.4,8784,3,7,2619.1
"117",6123683840,0.469526695831894,2272788480,0.423588550975883,555,0,416.5,6834.4,329.5,12444.2,3588.9,0,3,1214.2
"118",6123683840,0.473995474857539,2272788480,0.423588550975883,571,1,442.9,13344.6,656.5,652.1,7173.5,2,4,1204.5
"119",6123683840,0.479924373527177,2272788480,0.423588550975883,578,1,436.8,13031.6,653.2,328.8,7170,0,2,1238.4
"120",6123683840,0.485789612537228,2272788480,0.423588550975883,593,0,415.7,6835.2,331.6,971.7,3586.9,-1,-1,-1
"121",6123683840,0.594564315808471,2272788480,0.423588550975883,609,1,506.5,7196.3,782.2,728.2,7465.6,0,3,1215
"122",6123683840,0.625866583761557,2272788480,0.423588550975883,556,1,538.7,13681.6,658.4,10740.6,7177.5,0,3,1918.5
"123",6123683840,0.635721038508238,2272788480,0.423588550975883,586,-1,-1,-1,-1,658.4,3653.3,0,2,1221.1
"124",6123683840,0.641691392805838,2272788480,0.423588550975883,594,0,429.7,6517.8,656.5,10154.5,7119.5,1,3,1215.3
"125",6120538112,0.430155498711037,2264399872,0.42362441744198,609,1,439,6851.8,659,10516.9,7182.4,0,3,1262.1
"126",6120538112,0.462870782497524,2264399872,0.42362441744198,624,3,2774.2,6768.4,1670.5,3075.1,5315.3,2,4,2331.2
"127",6120538112,0.468948854584185,2264399872,0.42362441744198,632,0,433.8,6525.6,331.7,10148.2,6848.8,0,3,1207.9
"128",6120538112,0.474783015493442,2264399872,0.42362441744198,647,1,442.8,6526.7,658.2,10736.3,7187.1,0,4,1154.9
"129",6120538112,0.478847593764819,2264399872,0.42362441744198,663,0,427.8,5.3,653.6,20103.1,6537.6,0,3,1212.4
"130",6120538112,0.547648600908597,2264399872,0.42362441744198,670,1,455.1,6869.7,360.2,33.6,4265.1,1,3,1215.2
"131",6120538112,0.609535497022638,2264399872,0.42362441744198,686,0,541.6,6916.8,832,11241.3,7357.9,1,4,2230.4
"132",6120538112,0.613607917372848,2264399872,0.42362441744198,701,1,438.9,329.7,655.7,20463.1,7191.4,0,3,1157.5
"133",6120538112,0.619484668575581,2264399872,0.42362441744198,709,0,415.9,6855.3,662.3,327.9,3595.1,0,3,1243
"134",6120538112,0.625472691385866,2264399872,0.42362441744198,724,0,436.6,13050.6,657.7,976.4,7192.6,1,4,1228.3
"135",6122110976,0.426273795413107,2264399872,0.42656692048083,739,2,598.5,6911.8,708.8,10183.2,7228,2.9,2,1292.9
"136",6122110976,0.478854066492011,2264399872,0.42656692048083,557,2,3478.9,7059.1,1342,2239.5,5230.2,18.2,5.1,2534.1
"137",6122110976,0.484756800801634,2264399872,0.42656692048083,572,0,444.6,6850.2,657.5,10873.7,7199.7,3,3,1139.6
"138",6122110976,0.488780733321729,2264399872,0.42656692048083,588,0,441,7171.4,655.9,10121.6,7200,4,3,1176.4
"139",6122110976,0.494688253552008,2264399872,0.42656692048083,595,1,419.6,327.9,329.3,9771.8,3895.5,2,3,1155.2
"140",6122110976,0.588950008653213,2264399872,0.42656692048083,611,0,471.1,24.1,698.2,20590.9,7215.5,4,2,1273
"141",6122110976,0.640712384960213,2264399872,0.42656692048083,565,1,564.7,6927.2,870.2,11700.9,7398.5,3,5,2262
"142",6122110976,0.646683319686894,2264399872,0.42656692048083,573,0,487.7,6847.5,326.9,380.5,3589.7,0,3,1204.3
"143",6122110976,0.652549321426857,2264399872,0.42656692048083,588,0,438.8,6518,974.3,10811.7,7180.6,0,2,1157.4
"144",6094848000,0.354822099618092,2237136896,0.426581225159032,603,1,441.7,7164,656.1,10247.3,7192.5,0,3,1165.5
"145",6094848000,0.451717316989747,2237136896,0.426581225159032,611,1,622.1,56.9,385.5,10353.6,3624.7,5,3,1332.8
"146",6094848000,0.490699457945453,2237136896,0.426581225159032,558,2,2782.8,823.3,1546.3,22847.4,8700.9,14.9,4,2369.9
"147",6094848000,0.494573753962508,2237136896,0.426581225159032,573,0,448.7,13357.3,660.3,660.4,7174.3,4,3,1202.5
"148",6094848000,0.500234144462789,2237136896,0.426581225159032,581,1,413.6,325.1,327.2,9784.7,3584.6,0,3,1205.4
"149",6094848000,0.506480922347993,2237136896,0.426581225159032,596,0,440.9,3,653.2,20392,7154.9,0,3,1158.4
"150",6094848000,0.601885940438606,2237136896,0.426581225159032,612,1,474.9,7210.5,701.6,9470.6,7182.9,2,4,1182.2
"151",6094848000,0.633997941534456,2237136896,0.426581225159032,558,0,516.1,488.8,540.5,10870.6,3753.7,1,2,2083.7
"152",6094848000,0.639729152764308,2237136896,0.426581225159032,573,1,515.5,6511.9,652.9,10776.8,7159.3,2,4,1171.4
"153",6094848000,0.643834606234564,2237136896,0.426581225159032,589,0,434.6,324.8,653.3,20093.4,7162.6,4,3,1120.2
"154",6108479488,0.356400373249845,2237136896,0.426581225159032,596,1,407.9,3,327.3,10077.3,3580.4,0,2,1177.1
"155",6108479488,0.45387885898589,2237136896,0.426581225159032,612,8,726.5,6852.8,709.2,10512.4,7193.2,0,3,1282.3
"156",6108479488,0.495347649276469,2237136896,0.426581225159032,566,2,2643.7,7320.2,1576.4,12571.4,8683.2,1,4,2325.8
"157",6108479488,0.501190742926426,2237136896,0.426581225159032,574,0,422.8,6849.6,332.6,326.8,3582,0,3,1244.6
"158",6108479488,0.507043485947933,2237136896,0.426581225159032,589,0,437.5,6524.5,661.1,11056.8,7164.8,0,3,1202.1
"159",6108479488,0.511013633436765,2237136896,0.426581225159032,604,1,441.6,6531.7,664.1,10558.2,7165.8,0,3,1120.6
"160",6108479488,0.608837983661286,2237136896,0.426581225159032,612,0,466.8,6545.2,368.3,350.2,3598.6,0,3,1276
"161",6108479488,0.639326535093689,2237136896,0.426581225159032,558,0,529.4,6551.5,766.2,11611.4,7438.1,1,5.1,1898.3
"162",6108479488,0.643157145964579,2237136896,0.426581225159032,574,1,438.8,13354.4,665.3,354.9,7170.9,0,2,1279.1
"163",6103760896,0.355941414145512,2238709760,0.426585516562493,581,0,415.7,6513.2,649,651.3,3580.4,0,4,1149.2
"164",6103760896,0.361758573930757,2238709760,0.426585516562493,597,1,435.4,332.1,659.2,20456.9,7153.6,0,2,1205.9
"165",6103760896,0.454774849757294,2238709760,0.426585516562493,550,1,707.3,13377.2,707.4,693.3,7176.8,13.1,5.1,1435.3
"166",6103760896,0.494525499770812,2238709760,0.426585516562493,558,6.9,3292.3,7057,1620.8,2263.2,5070.7,7.9,2,2348.6
"167",6103760896,0.500713658509625,2238709760,0.426585516562493,573,1,447.3,6827.1,669,10748.1,7150.8,2,3,1181.5
"168",6103760896,0.504600008383324,2238709760,0.426585516562493,589,0,436.7,6834.6,661.8,10405.7,7143.8,4,2,1223.2
"169",6103760896,0.510189877797928,2238709760,0.426585516562493,596,1,418.7,327.3,329.5,9790.2,3575.1,2,3,1169.3
"170",6103760896,0.619622988806947,2238709760,0.426585516562493,612,11.1,550.6,27.7,697.5,20271.7,7172.2,4,3,1207.3
"171",6106906624,0.362873611722599,2238709760,0.426591238433774,627,4,487.5,88.9,872.6,21120.4,7351.5,2.9,4,2221.4
"172",6106906624,0.368204594051337,2238709760,0.426591238433774,634,0,416.8,333.3,335.9,10145.1,3583.5,0,3,1179.3
"173",6106906624,0.374186232141727,2238709760,0.426591238433774,649,1,439,13235,951,331.7,7154.3,1,5,1179.7
"174",6106906624,0.378480760909083,2238709760,0.426591238433774,665,1,436.7,13014.8,669.8,1306.7,7447,0,2,1195.3
"175",6106906624,0.45625284431204,2238709760,0.426591238433774,672,0,712.9,6573.5,387.2,356.7,3599.7,15,5,1318
"176",6106906624,0.510460149256353,2238709760,0.426591238433774,558,2,2315.6,6606,1757.6,13937.9,8724.5,4,3,2251.3
"177",6106906624,0.51452293909372,2238709760,0.426591238433774,573,0,600.1,6836.5,664.6,10435.7,7156.3,0,3,1180.9
"178",6106906624,0.520077304897712,2238709760,0.426591238433774,581,1,412.8,6833.4,333.5,327.2,3576.8,0,3,1188.2
"179",6106906624,0.525965290651057,2238709760,0.426591238433774,596,1,501.6,657.7,663.1,19511.7,7237.4,2,4,1179.9
"180",6106906624,0.621484657461517,2238709760,0.426591238433774,611,0,583.4,345.9,672.8,20250.1,7163.1,0,3,1326.6
"181",6104285184,0.366942425869023,2247622656,0.426596960305054,619,1,460.8,6870.2,468,902.5,3727.8,1,3,2124.9
"182",6104285184,0.381503588417931,2247622656,0.426596960305054,573,0,440.7,6850.8,720.9,10540.4,7201.7,0,3,1129.9
"183",6104285184,0.385350580170927,2247622656,0.426596960305054,588,1,523.3,339.5,671.9,19925.6,7167,0,2,1124.6
"184",6104285184,0.390939721429914,2247622656,0.426596960305054,596,1,419.9,333.3,335.6,9836.2,3583.8,2,4,1279.9
"185",6104285184,0.488609686948152,2247622656,0.426596960305054,611,2,1132.2,13322.3,739.5,406.7,7185.5,14,4,1422.3
"186",6104285184,0.534040264034297,2247622656,0.426596960305054,565,2,2763.7,7044.7,1799.3,13186.1,8744.4,4,3,2335.2
"187",6104285184,0.539757997575156,2247622656,0.426596960305054,573,0,426.7,334.8,337,10023.9,3583.3,3,2,1146.4
"188",6104285184,0.54542939108304,2247622656,0.426596960305054,588,1,447.9,13677.1,679.6,5.1,7170.8,1,3,1187.7
"189",6104285184,0.549760971970363,2247622656,0.426596960305054,603,0,442.6,10.9,670.7,19902.2,7164.7,2,4,1220.4
"190",6104285184,0.645863448941619,2247622656,0.426596960305054,611,1,553.6,6536.1,395.8,10570.8,3620.8,11.1,3,1477.7
"191",6107430912,0.382546376409324,2247622656,0.426606973579796,558,1,532.4,736.3,858.5,10315.2,7388.5,2,3,1863.4
"192",6107430912,0.38634927545855,2247622656,0.426606973579796,573,1,443.7,6835.1,675.1,10178.7,7171.9,4,3,1219.3
"193",6107430912,0.391862180396051,2247622656,0.426606973579796,581,0,428.6,7166,1001,7.9,3916.5,4,3,1174.8
"194",6107430912,0.397987109034705,2247622656,0.426606973579796,596,1,439.9,6849.9,346,10173.5,6837.9,2,3,1164.1
"195",6107430912,0.479236626880439,2247622656,0.426606973579796,611,1,892.7,7196.7,794.6,10590.9,7243.4,5,6.1,1540.1
"196",6107430912,0.519638731007522,2247622656,0.426606973579796,558,1,2995.8,6740.6,1691.3,13593.6,5221.6,1,4,2327.4
"197",6107430912,0.525947240773415,2247622656,0.426606973579796,573,1,436.7,8.9,340.9,10431.1,6841,0,3,1150.5
"198",6107430912,0.529906258482227,2247622656,0.426606973579796,588,1,446.5,13340.9,677.4,666.7,7176.9,2,3,1187.5
"199",6107430912,0.535498285123327,2247622656,0.426606973579796,596,1,442.5,13683,673.7,338.1,7155.4,4,3,1201.2
"200",6115819520,0.358612695456664,2263351296,0.426611264983256,611,0,528.8,6539,369.4,815.7,3611.9,0,19.4,1369.4
"201",6115819520,0.395129223964726,2263351296,0.426611264983256,565,1,517.4,6568.6,838,11676.7,7514.4,0,2,1841.1
"202",6115819520,0.400809628791254,2263351296,0.426611264983256,573,1,445.9,6855.4,673.7,10138.6,7178.2,0,3,1195.2
"203",6115819520,0.40663155773386,2263351296,0.426611264983256,588,0,420.8,6.8,647.9,10114.6,3586.8,1,3,1125.3
"204",6115819520,0.410657831876692,2263351296,0.426611264983256,604,1,444.9,7188.5,674.9,10431,7169.6,0,3,1212
"205",6115819520,0.509060799699012,2263351296,0.426611264983256,611,1,849.6,363,807.4,20418.6,7294.3,2,6,1688.1
"206",6115819520,0.53864872216589,2263351296,0.426611264983256,627,1,2706.4,557.7,1608.3,12197.3,4950.7,0,3,2085.7
"207",6115819520,0.54314687781791,2263351296,0.426611264983256,642,1,448.7,6857,673.9,10683,7175.4,0,2,1237.9
"208",6115819520,0.549024610721093,2263351296,0.426611264983256,650,0,446.6,6537.3,673.8,10745.8,7181.1,1,2,1159.8
"209",6115819520,0.554930027157879,2263351296,0.426611264983256,665,1,424.7,334.8,337.4,9823.1,3893.2,2,3,1177
"210",6115819520,0.625611099624529,2263351296,0.426611264983256,681,0,568.7,6892.6,715,10899.9,7214.1,4,3,1524
"211",6117392384,0.395066287222225,2263351296,0.426629861064919,559,1,452.7,7236.3,823,10662.1,7331.4,2,2,1798
"212",6117392384,0.403795983561511,2263351296,0.426629861064919,574,0,561.3,9.3,340.3,10225.1,3587.2,0,3,1167
