"","X1_jvm_pools_PS.Eden.Space_max_value","X1_jvm_pools_PS.Survivor.Space_committed_value","X2_jvm_heap_committed_value","driver_BlockManager_memory_memUsed_MB_value","driver_BlockManager_memory_remainingMem_MB_value","driver_DAGScheduler_stage_waitingStages_value","node5_NET_ib0.write.KB.s","node6_CPU031_User.","node6_NETPACKET_em1.write.s","node6_NET_ib0.write.KB.s","node7_NET_ib0.read.KB.s"
"134",2595749888,132644864,5576327168,328,80871,0,3561,3,1553.1,6799.9,6793.9
"135",2595749888,132644864,5576327168,343,80856,0,7119.8,3,1640.8,13603.3,14233
"136",2595749888,132644864,5576327168,359,80841,0,7124.8,5.9,1469.5,13600.1,10664.1
"137",2595749888,132644864,5576327168,369,80831,0,3948.8,5.1,1881,6893,10362.8
"138",2589458432,134742016,5576327168,385,80814,0,7273.1,7.1,2926.4,15415.3,11195.6
"139",2589458432,134742016,5576327168,328,80871,0,7131.8,3,1754.7,13868.1,10665.7
"140",2589458432,134742016,5576327168,336,80864,0,3565.4,3,1525.5,6799.7,6797.7
"141",2589458432,134742016,5576327168,351,80848,0,7124.4,4,1544.6,13604.8,6796.8
"142",2589458432,134742016,5576327168,370,80829,0,8175.5,11.2,1827.9,13709.6,10371.4
"143",2589458432,134742016,5579997184,377,80822,0,5540.6,21,4743.6,9610.6,4738.6
"144",2589458432,134742016,5579997184,392,80807,0,7323.8,3.1,1682.1,13590,7755.1
"145",2589458432,134742016,5579997184,407,80792,0,7123.2,4,1475.4,13594.6,6789.8
"146",2589458432,134742016,5579997184,415,80784,0,3561.1,3,1586.1,6794.9,6789.7
"147",2589458432,134742016,5579997184,434,80765,0,8007.7,4,2054.8,13717.1,13959.7
"148",2589458432,134742016,5579997184,320,80879,0,7299.7,12.2,3397.9,15350.4,11101.9
"149",2589458432,134742016,5579997184,328,80872,0,3592.3,4,1546.6,6801.9,7166.8
"150",2589458432,134742016,5579997184,343,80857,0,7137.5,2,1665.9,13618.4,6800.7
"151",2589458432,134742016,5579997184,358,80841,0,7129.7,3,1355,13674.2,10084.4
"152",2589458432,134742016,5579997184,369,80830,0,5028.9,4,1949.4,7276.3,6522
"153",2584215552,138936320,5586288640,313,80887,0,11944.5,8.1,5824.9,18023.3,11895.2
"154",2584215552,138936320,5586288640,328,80872,0,7133.5,4,1789.6,14960.1,14012.7
"155",2584215552,138936320,5586288640,335,80864,0,3569,2,1683.9,7160,3883.6
"156",2584215552,138936320,5586288640,351,80849,0,7118.9,4,1442.6,13338.3,10706.7
"157",2584215552,138936320,5586288640,366,80833,0,7874.2,3,1867.5,13927.1,13344.6
"158",2584215552,138936320,5586288640,313,80886,0,3600.8,4,3011.5,15593.8,7225.3
"159",2584215552,138936320,5586288640,328,80871,0,7119.3,3,1419.7,6827.2,6477.6
"160",2584215552,138936320,5586288640,343,80856,0,7119.8,4,1652.2,13637.7,13623.5
"161",2584215552,138936320,5586288640,351,80848,0,3556.4,3,1448.5,13638.4,3561.4
"162",2584215552,138936320,5586288640,370,80829,0,8363.2,4,1855.3,6983.7,10063.4
"163",2584215552,138936320,5586812928,321,80879,0,9305.5,7.1,4480.6,16477.8,7388.7
"164",2584215552,138936320,5586812928,328,80871,0,3568,3,1458.3,13641.2,7136
"165",2584215552,138936320,5586812928,344,80856,0,7143.4,4,1482.3,6818.1,10385.6
"166",2584215552,138936320,5586812928,359,80840,0,7129.1,3,1464.6,13629.3,13932.2
"167",2584215552,138936320,5586812928,371,80829,0,4307.3,8.2,2524.6,13884.8,7189.7
"168",2583166976,139984896,5586812928,386,80814,0,7126.6,6,2995.2,8358.5,7760.2
"169",2583166976,139984896,5586812928,401,80798,0,7116.9,2,1551.6,13603.4,7426.5
"170",2583166976,139984896,5586812928,409,80791,0,3576.4,3,1453.4,13611.1,6800.1
"171",2583166976,139984896,5586812928,424,80776,0,7103.6,3,1621.2,6806,10686.1
"172",2583166976,139984896,5586812928,443,80757,0,8877.3,5,2079.2,13928.2,10029.3
"173",2583166976,139984896,5560598528,314,80886,0,7762.1,7.9,5466.9,19157.6,8096.2
"174",2583166976,139984896,5560598528,329,80870,0,7127.4,2,1513.1,6804.8,9722
"175",2583166976,139984896,5560598528,344,80855,0,7120.8,4,1549.5,13619.2,10042
"176",2583166976,139984896,5560598528,352,80848,0,3570.2,3,1475.8,13614.6,3244.8
"177",2583166976,139984896,5560598528,371,80829,0,8089.7,3,1767.7,7011,10678.1
"178",2583166976,139984896,5560598528,321,80878,0,7144,8.1,3103.4,15289.9,11524.7
"179",2583166976,139984896,5560598528,329,80870,0,3961.7,3,1457.7,13611.3,6485
"180",2583166976,139984896,5560598528,344,80855,0,7136.3,3,1427.5,6802.8,10039.8
"181",2583166976,139984896,5560598528,359,80840,0,7127,4,1523.6,13635.5,10058.5
"182",2583166976,139984896,5560598528,370,80830,0,4731.9,6.9,2106.8,14029.9,3256.8
"183",2587885568,136839168,5574230016,385,80814,0,9386.7,4,4558.2,10134.7,11203.5
"184",2587885568,136839168,5574230016,400,80799,0,7155.5,3,1482.8,13603.7,10037.1
"185",2587885568,136839168,5574230016,408,80791,0,3567.3,4,1644.1,13592.5,6785
"186",2587885568,136839168,5574230016,423,80776,0,7138.6,3,1642.8,6796.4,10037.9
"187",2587885568,136839168,5574230016,442,80757,0,8132.9,8,2135,13989.8,10103.4
"188",2587885568,136839168,5574230016,450,80749,0,3577.8,5.1,2985.7,15427.1,7574.9
"189",2587885568,136839168,5574230016,465,80734,0,7140.6,2,1492.6,6846,6820
"190",2587885568,136839168,5574230016,480,80719,0,7126.6,3,1527.4,13667.8,10697.3
"191",2587885568,136839168,5574230016,488,80711,0,3567.8,5.1,1629,13681.1,8698.4
"192",2587885568,136839168,5574230016,507,80693,0,9387.1,13.9,2483.4,7280.2,5284.7
"193",2587885568,136839168,5544345600,321,80879,0,11782.7,10,5373.1,18901.1,11855.6
"194",2587885568,136839168,5544345600,328,80871,0,3890.5,4,1958.9,13696.8,10414.2
"195",2587885568,136839168,5544345600,344,80856,0,6825.9,3,1726.7,6859.1,6849.3
"196",2587885568,136839168,5544345600,359,80841,0,7136,4,1604.2,13666.4,6490.3
"197",2587885568,136839168,5544345600,366,80833,0,8064.9,14,2165.3,14235.9,6605
"198",2588409856,138412032,5544345600,313,80886,0,3575.7,5,2913.1,8042.8,3914.3
"199",2588409856,138412032,5544345600,328,80871,0,7127.4,3,1445.6,13647.1,7442.7
"200",2588409856,138412032,5544345600,336,80863,0,7140.6,4.1,1620.8,13673.1,14300.1
"201",2588409856,138412032,5544345600,351,80848,0,3566.5,3,1672,6842.5,3566.6
"202",2588409856,138412032,5544345600,370,80829,0,9970.9,3,2493.2,14461.8,14418.8
"203",2588409856,138412032,5560598528,314,80886,0,7813.4,12,4025.9,16236.8,14093.6
"204",2588409856,138412032,5560598528,329,80871,0,3567.9,4,1556.9,6827.5,3574.8
"205",2588409856,138412032,5560598528,344,80855,0,7150.5,3,1630.4,13637.4,10073.7
"206",2588409856,138412032,5560598528,352,80848,0,7123.7,2,1402.9,13639.3,13622.5
"207",2588409856,138412032,5560598528,371,80829,0,4473,6,2076.3,7244.9,6828.4
"208",2588409856,138412032,5560598528,321,80878,0,7155.1,6.1,2976.8,15207.5,7345.5
"209",2588409856,138412032,5560598528,329,80870,0,7131.4,3,1681.8,13642.8,10385
"210",2588409856,138412032,5560598528,344,80855,0,3576.4,4,1511.4,6829.6,6824.2
"211",2588409856,138412032,5560598528,359,80840,0,7143.8,4,1427.9,13663.4,10070.5
"212",2588409856,138412032,5560598528,370,80829,0,9078,6.1,2778.9,14414.2,10190.4
"213",2596274176,132644864,5549064192,386,80813,0,7717.2,6,4355.1,12623,8304.9
"214",2596274176,132644864,5549064192,400,80799,0,7437.4,5,1954.4,13633.4,7109.9
"215",2596274176,132644864,5549064192,408,80791,0,7114.9,3,1437.6,13652.2,13636.3
"216",2596274176,132644864,5549064192,423,80776,0,3558,4,1488.2,6820.4,7134.8
"217",2596274176,132644864,5549064192,306,80894,0,7876.3,14.1,2425.3,14644.7,13634.6
"218",2596274176,132644864,5549064192,313,80886,0,7113.4,5.1,3012.4,14968.6,11536.9
"219",2596274176,132644864,5549064192,328,80871,0,3587.3,4,1451.4,7140.6,6809.9
"220",2596274176,132644864,5549064192,344,80856,0,7122,3,1626.5,13323.2,10047.5
"221",2596274176,132644864,5549064192,351,80848,0,7102.9,5,1635.6,13627,10045.4
"222",2596274176,132644864,5549064192,370,80829,0,7166.6,4,2801.8,8022.8,7031.6
"223",2596274176,132644864,5556928512,386,80814,0,7116.7,6.1,3667.6,16353.7,10467.4
"224",2596274176,132644864,5556928512,393,80806,0,7111.2,4,1526.3,13656.5,10698.7
"225",2596274176,132644864,5556928512,409,80791,0,3555.2,4,1621,13652,6822.6
"226",2596274176,132644864,5556928512,424,80775,0,7104.4,3,1425.2,6812.1,10039.3
"227",2596274176,132644864,5556928512,435,80764,0,7942.6,5,2157.5,14306.8,14226.6
"228",2588409856,134217728,5556928512,451,80749,0,3575.3,3,2569.9,14748,6999.3
"229",2588409856,134217728,5556928512,466,80733,0,7120.3,3,1490.5,6843.5,7434.7
"230",2588409856,134217728,5556928512,474,80726,0,7112.6,4,1584.4,13656.1,10048
"231",2588409856,134217728,5556928512,489,80711,0,3557.6,3,1551.2,13659.1,3234.5
"232",2588409856,134217728,5556928512,508,80692,0,10439.7,9.1,2850.3,7625.6,10511.6
"233",2588409856,134217728,5534908416,314,80885,0,10286.3,5.9,5180.9,18272.2,11794.2
"234",2588409856,134217728,5534908416,329,80870,0,3561.7,3,1566.9,13676.4,6513.9
"235",2588409856,134217728,5534908416,345,80855,0,7105.3,3,1532.5,6844.2,6779.4
"236",2588409856,134217728,5534908416,352,80847,0,7098.6,3,1429.7,13678.4,13654.1
"237",2588409856,134217728,5534908416,371,80828,0,4519,6.1,2509.8,14848.8,7147.7
"238",2588409856,134217728,5534908416,322,80878,0,7107.6,6.1,2516.3,7577.2,13832.6
"239",2588409856,134217728,5534908416,329,80870,0,7114.8,3,1507.3,13657.6,10698.3
"240",2588409856,134217728,5534908416,345,80855,0,3557,3,1606,13667.6,3880.3
"241",2588409856,134217728,5534908416,360,80839,0,7129.4,3,1450.3,6820.6,13647.1
"242",2588409856,134217728,5534908416,372,80828,0,8438.6,19,3088.4,14950.5,10336.5
"243",2575826944,140509184,5553782784,315,80885,0,5755.7,11.1,3334,15817.7,7051
"244",2575826944,140509184,5553782784,330,80869,0,7196.2,3,1755.1,6906.7,7516.4
"245",2575826944,140509184,5553782784,338,80862,0,7213.7,3,1581.7,13659.1,10421.5
"246",2575826944,140509184,5553782784,353,80846,0,3587.9,4,1417.8,13668.9,3603
"247",2575826944,140509184,5553782784,371,80828,0,8202.9,14.9,2734.3,7781,11087.4
"248",2575826944,140509184,5553782784,314,80885,0,7186.4,3,2629.6,14761.9,11218.2
"249",2575826944,140509184,5553782784,330,80870,0,3843.1,4,1589.8,13683.7,6834.5
"250",2575826944,140509184,5553782784,345,80855,0,7203.6,3,1591.3,6834.7,9773.5
"251",2575826944,140509184,5553782784,352,80847,0,7191.6,4,1710.4,13649.6,11069.6
"252",2575826944,140509184,5553782784,372,80828,0,7863.9,12,3165,14979.6,7144.3
"253",2575826944,140509184,5542248448,387,80812,0,9328,4,4346.4,11008.9,11371.9
"254",2575826944,140509184,5542248448,395,80804,0,7275,2,1594,13649.3,13308.6
"255",2575826944,140509184,5542248448,410,80789,0,3576.4,4,1658.4,13667.8,3578.5
"256",2575826944,140509184,5542248448,426,80774,0,7178.2,4,1480.3,6828.4,6818.7
"257",2575826944,140509184,5542248448,437,80770,0,8060.5,12,2807.6,15077.7,11163.9
"258",2574778368,137363456,5542248448,315,80884,0,3578.7,4,2368.1,14121.1,7505.3
"259",2574778368,137363456,5542248448,331,80869,0,7180.4,4,1556.4,6839.9,10089.3
"260",2574778368,137363456,5542248448,338,80861,0,7158.5,3,1422.6,13651.1,6845.8
"261",2574778368,137363456,5542248448,354,80846,0,-1,3,1719.7,13660.1,10400
"262",2574778368,137363456,5542248448,373,80826,0,3901.1,24.2,3315.9,8444.9,7596.8
"263",2574778368,137363456,5550112768,381,80819,0,10207.3,3,2920.9,15133,7532.3
"264",2574778368,137363456,5550112768,396,80803,0,7157.6,4,1360.5,13658.1,10404.8
"265",2574778368,137363456,5550112768,411,80788,0,3894.5,3,1367,6830,3564.4
"266",2574778368,137363456,5550112768,419,80781,0,6831.8,3.9,1516.4,13666,10406
"267",2574778368,137363456,5550112768,437,80762,0,7184.2,4.1,2719.5,14686.1,10817.8
"268",2574778368,137363456,5550112768,322,80877,0,8122.3,5,2616.1,7655.5,3655.6
"269",2574778368,137363456,5550112768,330,80869,0,3583,3,1514.3,13667.1,10736.7
"270",2574778368,137363456,5550112768,345,80854,0,7154.1,3,1494.5,13692.9,13351
"271",2574778368,137363456,5550112768,361,80839,0,7163.5,3,1364,6838,3576.6
"272",2574778368,137363456,5550112768,372,80827,0,3640.5,10,3463.9,15432.5,10889.6
"273",2574778368,137363456,5555879936,315,80884,0,13493,6,3934.2,17957.9,10546
"274",2574778368,137363456,5555879936,330,80869,0,7388.7,3.1,1489.2,6822.6,3263.3
"275",2574778368,137363456,5555879936,338,80861,0,3587.2,4,1399.8,13677.9,10412.3
"276",2574778368,137363456,5555879936,353,80846,0,7150.5,3,1508.5,13661.6,10083.7
"277",2563768320,150994944,5555879936,307,80892,0,7161.8,8,3050.4,8304.1,7396.2
"278",2563768320,150994944,5555879936,315,80884,0,4534.7,4,2074.7,14308.6,10950.5
"279",2563768320,150994944,5555879936,330,80869,0,7161.4,3,1532.3,13685.4,10408.7
"280",2563768320,150994944,5555879936,346,80854,0,7172.4,3,1539.9,6833.2,3586.9
"281",2563768320,150994944,5555879936,353,80846,0,3580.6,2,1466.7,13668.4,10085
"282",2563768320,150994944,5555879936,373,80827,0,7170.5,10.8,3450,15327.3,14277.8
"283",2563768320,150994944,5560598528,388,80811,0,10609.4,3,2871.7,8547,3900.7
"284",2563768320,150994944,5560598528,396,80804,0,3587,3,1548.4,13372,13687
"285",2563768320,150994944,5560598528,411,80788,0,7371.6,2,1524.6,13667.6,10402.7
"286",2563768320,150994944,5560598528,426,80773,0,7175.1,3,1543.1,7166,3584.7
"287",2563768320,150994944,5560598528,438,80762,0,3607.7,6.1,2733.5,14845.4,14465.4
"288",2563768320,150994944,5560598528,453,80746,0,7992.5,5,2114.7,14090.5,10705.3
"289",2563768320,150994944,5560598528,469,80731,0,7162.2,3,1585.2,13692.5,6845.9
"290",2563768320,150994944,5560598528,476,80723,0,3626.1,2,1617.9,6837.5,7171.1
"291",2563768320,150994944,5560598528,492,80708,0,7182.2,3,1539.4,13683.5,13671.5
"292",2563768320,148373504,5560598528,511,80688,0,7224.9,9,3947.3,15529.9,7129.4
"293",2563768320,148373504,5535432704,519,80681,0,7768.3,3,3238.9,10920.1,11020.6
"294",2563768320,148373504,5535432704,534,80665,0,8612.6,4,1599.1,13695.4,10756.9
"295",2563768320,148373504,5535432704,549,80650,0,7177.3,7,1829.8,13715.7,3573.7
"296",2563768320,148373504,5535432704,557,80642,0,3583.4,3,1361.9,6837,10086.9
"297",2563768320,148373504,5535432704,576,80623,0,7219.3,16,3041.6,15218.5,7222.8
"298",2563768320,148373504,5535432704,592,80608,0,8086.5,3,1846.7,13990.7,3381.4
